Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
17/11/91,Steklar,Slovan Mavrica,1,1,D
17/11/91,Zagorje,Maribor,2,0,H
17/11/91,Živila Naklo,Ljubljana,1,0,H
17/11/91,Potrošnik Beltinci,Koper,1,3,A
17/11/91,Rudar Velenje,Gorica,4,3,H
24/11/91,Medvode Loka,Celje,3,1,H
24/11/91,Koper,Rudar Velenje,2,0,H
24/11/91,Ljubljana,Potrošnik Beltinci,3,0,H
24/11/91,Maribor,Živila Naklo,4,1,H
24/11/91,Slovan Mavrica,Zagorje,1,1,D
24/11/91,Nafta,Steklar,0,1,A
24/11/91,Oria Rudar Trbovlje,Optimizem Svoboda,3,3,D
24/11/91,Mura,Domžale,1,0,H
24/11/91,Jadran Dekani,Olimpija Ljubljana,0,4,A
27/11/91,Primorje,Izola,1,1,D
01/12/91,Celje,Mura,1,0,H
01/12/91,Olimpija Ljubljana,Primorje,5,0,H
01/12/91,Domžale,Jadran Dekani,2,0,H
01/12/91,Optimizem Svoboda,Medvode Loka,4,0,H
01/12/91,Steklar,Oria Rudar Trbovlje,5,2,H
01/12/91,Zagorje,Nafta,3,2,H
01/12/91,Živila Naklo,Slovan Mavrica,3,1,H
01/12/91,Potrošnik Beltinci,Maribor,0,0,D
01/12/91,Rudar Velenje,Ljubljana,1,1,D
01/12/91,Gorica,Koper,0,0,D
07/12/91,Jadran Dekani,Celje,2,3,A
07/12/91,Mura,Optimizem Svoboda,4,0,H
08/12/91,Primorje,Domžale,2,1,H
08/12/91,Izola,Olimpija Ljubljana,1,1,D
08/12/91,Ljubljana,Gorica,1,1,D
08/12/91,Maribor,Rudar Velenje,5,2,H
08/12/91,Slovan Mavrica,Potrošnik Beltinci,5,0,H
08/12/91,Nafta,Živila Naklo,1,1,D
08/12/91,Oria Rudar Trbovlje,Zagorje,0,1,A
08/12/91,Medvode Loka,Steklar,0,3,A
01/03/92,Primorje,Celje,0,0,D
01/03/92,Jadran Dekani,Optimizem Svoboda,0,1,A
01/03/92,Izola,Domžale,3,0,H
01/03/92,Mura,Steklar,5,1,H
01/03/92,Medvode Loka,Zagorje,1,0,H
01/03/92,Oria Rudar Trbovlje,Živila Naklo,2,0,H
01/03/92,Nafta,Potrošnik Beltinci,1,1,D
01/03/92,Slovan Mavrica,Rudar Velenje,2,2,D
01/03/92,Maribor,Gorica,1,1,D
01/03/92,Ljubljana,Koper,0,1,A
08/03/92,Celje,Izola,0,0,D
08/03/92,Koper,Maribor,0,1,A
08/03/92,Gorica,Slovan Mavrica,1,0,H
08/03/92,Rudar Velenje,Nafta,3,2,H
08/03/92,Potrošnik Beltinci,Oria Rudar Trbovlje,1,1,D
08/03/92,Živila Naklo,Medvode Loka,0,0,D
08/03/92,Zagorje,Mura,1,2,A
08/03/92,Steklar,Jadran Dekani,2,0,H
08/03/92,Optimizem Svoboda,Primorje,0,2,A
08/03/92,Domžale,Olimpija Ljubljana,0,1,A
14/03/92,Slovan Mavrica,Koper,0,0,D
15/03/92,Maribor,Ljubljana,4,0,H
15/03/92,Olimpija Ljubljana,Celje,6,0,H
15/03/92,Izola,Optimizem Svoboda,1,1,D
15/03/92,Primorje,Steklar,1,1,D
15/03/92,Jadran Dekani,Zagorje,0,0,D
15/03/92,Mura,Živila Naklo,1,1,D
15/03/92,Medvode Loka,Potrošnik Beltinci,0,2,A
15/03/92,Oria Rudar Trbovlje,Rudar Velenje,2,0,H
15/03/92,Nafta,Gorica,1,0,H
21/03/92,Ljubljana,Slovan Mavrica,0,0,D
22/03/92,Koper,Nafta,1,1,D
22/03/92,Gorica,Oria Rudar Trbovlje,2,2,D
22/03/92,Rudar Velenje,Medvode Loka,1,1,D
22/03/92,Potrošnik Beltinci,Mura,2,0,H
22/03/92,Živila Naklo,Jadran Dekani,1,1,D
22/03/92,Steklar,Izola,0,0,D
22/03/92,Optimizem Svoboda,Olimpija Ljubljana,0,1,A
22/03/92,Zagorje,Primorje,0,0,D
22/03/92,Celje,Domžale,1,1,D
28/03/92,Olimpija Ljubljana,Steklar,4,1,H
29/03/92,Izola,Zagorje,2,0,H
29/03/92,Primorje,Živila Naklo,1,1,D
29/03/92,Jadran Dekani,Potrošnik Beltinci,3,1,H
29/03/92,Mura,Rudar Velenje,2,3,A
29/03/92,Medvode Loka,Gorica,1,0,H
29/03/92,Oria Rudar Trbovlje,Koper,1,1,D
29/03/92,Nafta,Ljubljana,3,0,H
29/03/92,Slovan Mavrica,Maribor,0,0,D
29/03/92,Domžale,Optimizem Svoboda,0,0,D
01/04/92,Maribor,Nafta,4,0,H
01/04/92,Ljubljana,Oria Rudar Trbovlje,3,2,H
01/04/92,Koper,Medvode Loka,4,0,H
01/04/92,Gorica,Mura,3,0,H
01/04/92,Rudar Velenje,Jadran Dekani,3,1,H
01/04/92,Potrošnik Beltinci,Primorje,1,1,D
01/04/92,Živila Naklo,Izola,0,0,D
01/04/92,Zagorje,Olimpija Ljubljana,0,1,A
01/04/92,Steklar,Domžale,3,1,H
01/04/92,Optimizem Svoboda,Celje,0,0,D
05/04/92,Celje,Steklar,3,1,H
05/04/92,Domžale,Zagorje,3,2,H
05/04/92,Olimpija Ljubljana,Živila Naklo,3,1,H
05/04/92,Izola,Potrošnik Beltinci,1,0,H
05/04/92,Primorje,Rudar Velenje,2,0,H
05/04/92,Jadran Dekani,Gorica,1,1,D
05/04/92,Mura,Koper,0,0,D
05/04/92,Medvode Loka,Ljubljana,0,4,A
05/04/92,Oria Rudar Trbovlje,Maribor,0,2,A
05/04/92,Nafta,Slovan Mavrica,1,1,D
11/04/92,Slovan Mavrica,Oria Rudar Trbovlje,2,0,H
12/04/92,Maribor,Medvode Loka,0,0,D
12/04/92,Ljubljana,Mura,0,0,D
12/04/92,Koper,Jadran Dekani,1,0,H
12/04/92,Gorica,Primorje,2,1,H
12/04/92,Rudar Velenje,Izola,1,5,A
12/04/92,Potrošnik Beltinci,Olimpija Ljubljana,0,1,A
12/04/92,Živila Naklo,Domžale,0,0,D
12/04/92,Steklar,Optimizem Svoboda,0,1,A
12/04/92,Zagorje,Celje,1,0,H
15/04/92,Celje,Živila Naklo,1,1,D
15/04/92,Optimizem Svoboda,Zagorje,0,0,D
15/04/92,Domžale,Potrošnik Beltinci,0,0,D
15/04/92,Olimpija Ljubljana,Rudar Velenje,2,0,H
15/04/92,Izola,Gorica,2,0,H
15/04/92,Primorje,Koper,1,0,H
15/04/92,Jadran Dekani,Ljubljana,0,2,A
15/04/92,Mura,Maribor,1,2,A
15/04/92,Medvode Loka,Slovan Mavrica,0,2,A
15/04/92,Oria Rudar Trbovlje,Nafta,0,0,D
18/04/92,Slovan Mavrica,Mura,2,1,H
19/04/92,Maribor,Jadran Dekani,5,1,H
19/04/92,Ljubljana,Primorje,2,0,H
19/04/92,Koper,Izola,1,1,D
19/04/92,Gorica,Olimpija Ljubljana,0,2,A
19/04/92,Rudar Velenje,Domžale,5,0,H
19/04/92,Živila Naklo,Optimizem Svoboda,0,1,A
19/04/92,Zagorje,Steklar,2,2,D
19/04/92,Potrošnik Beltinci,Celje,2,1,H
19/04/92,Nafta,Medvode Loka,1,0,H
25/04/92,Optimizem Svoboda,Potrošnik Beltinci,1,0,H
26/04/92,Domžale,Gorica,2,2,D
26/04/92,Olimpija Ljubljana,Koper,3,1,H
26/04/92,Izola,Ljubljana,1,1,D
26/04/92,Primorje,Maribor,0,0,D
26/04/92,Jadran Dekani,Slovan Mavrica,3,2,H
26/04/92,Mura,Nafta,2,2,D
26/04/92,Medvode Loka,Oria Rudar Trbovlje,0,1,A
26/04/92,Steklar,Živila Naklo,1,1,D
26/04/92,Celje,Rudar Velenje,1,2,A
02/05/92,Slovan Mavrica,Primorje,1,3,A
03/05/92,Maribor,Izola,2,1,H
03/05/92,Ljubljana,Olimpija Ljubljana,0,1,A
03/05/92,Koper,Domžale,1,1,D
03/05/92,Rudar Velenje,Optimizem Svoboda,1,1,D
03/05/92,Potrošnik Beltinci,Steklar,3,0,H
03/05/92,Živila Naklo,Zagorje,1,1,D
03/05/92,Gorica,Celje,2,0,H
03/05/92,Oria Rudar Trbovlje,Mura,0,1,A
03/05/92,Nafta,Jadran Dekani,3,0,H
06/05/92,Izola,Slovan Mavrica,3,0,H
06/05/92,Primorje,Nafta,3,2,H
06/05/92,Jadran Dekani,Oria Rudar Trbovlje,0,1,A
06/05/92,Mura,Medvode Loka,3,0,H
06/05/92,Celje,Koper,1,0,H
06/05/92,Zagorje,Potrošnik Beltinci,2,0,H
06/05/92,Steklar,Rudar Velenje,4,2,H
06/05/92,Optimizem Svoboda,Gorica,1,0,H
06/05/92,Domžale,Ljubljana,0,1,A
06/05/92,Olimpija Ljubljana,Maribor,2,0,H
10/05/92,Rudar Velenje,Zagorje,2,0,H
10/05/92,Ljubljana,Celje,3,0,H
10/05/92,Medvode Loka,Jadran Dekani,3,1,H
10/05/92,Oria Rudar Trbovlje,Primorje,4,2,H
10/05/92,Nafta,Izola,1,0,H
10/05/92,Slovan Mavrica,Olimpija Ljubljana,1,1,D
10/05/92,Maribor,Domžale,3,1,H
10/05/92,Koper,Optimizem Svoboda,1,1,D
10/05/92,Gorica,Steklar,1,0,H
10/05/92,Potrošnik Beltinci,Živila Naklo,2,1,H
16/05/92,Optimizem Svoboda,Ljubljana,1,2,A
17/05/92,Domžale,Slovan Mavrica,1,0,H
17/05/92,Olimpija Ljubljana,Nafta,2,0,H
17/05/92,Izola,Oria Rudar Trbovlje,2,0,H
17/05/92,Primorje,Medvode Loka,1,2,A
17/05/92,Jadran Dekani,Mura,0,1,A
17/05/92,Celje,Maribor,0,0,D
17/05/92,Živila Naklo,Rudar Velenje,3,2,H
17/05/92,Zagorje,Gorica,0,2,A
17/05/92,Steklar,Koper,0,0,D
20/05/92,Slovan Mavrica,Celje,1,0,H
20/05/92,Mura,Primorje,1,1,D
20/05/92,Medvode Loka,Izola,0,2,A
20/05/92,Oria Rudar Trbovlje,Olimpija Ljubljana,0,3,A
20/05/92,Nafta,Domžale,1,1,D
20/05/92,Maribor,Optimizem Svoboda,3,1,H
20/05/92,Ljubljana,Steklar,9,2,H
20/05/92,Koper,Zagorje,2,1,H
20/05/92,Gorica,Živila Naklo,0,0,D
20/05/92,Rudar Velenje,Potrošnik Beltinci,1,1,D
24/05/92,Celje,Nafta,1,0,H
24/05/92,Potrošnik Beltinci,Gorica,1,0,H
24/05/92,Živila Naklo,Koper,0,0,D
24/05/92,Zagorje,Ljubljana,2,1,H
24/05/92,Steklar,Maribor,0,0,D
24/05/92,Optimizem Svoboda,Slovan Mavrica,1,1,D
24/05/92,Domžale,Oria Rudar Trbovlje,1,1,D
24/05/92,Olimpija Ljubljana,Medvode Loka,6,0,H
24/05/92,Izola,Mura,2,1,H
24/05/92,Primorje,Jadran Dekani,1,0,H
30/05/92,Mura,Olimpija Ljubljana,2,1,H
30/05/92,Slovan Mavrica,Steklar,5,2,H
30/05/92,Maribor,Zagorje,0,0,D
30/05/92,Koper,Potrošnik Beltinci,1,2,A
30/05/92,Gorica,Rudar Velenje,1,1,D
30/05/92,Jadran Dekani,Izola,1,3,A
31/05/92,Ljubljana,Živila Naklo,2,2,D
31/05/92,Medvode Loka,Domžale,1,0,H
31/05/92,Nafta,Optimizem Svoboda,4,2,H
31/05/92,Oria Rudar Trbovlje,Celje,0,0,D
07/06/92,Celje,Medvode Loka,3,1,H
07/06/92,Rudar Velenje,Koper,1,1,D
07/06/92,Potrošnik Beltinci,Ljubljana,0,0,D
07/06/92,Živila Naklo,Maribor,1,0,H
07/06/92,Zagorje,Slovan Mavrica,3,1,H
07/06/92,Steklar,Nafta,1,4,A
07/06/92,Optimizem Svoboda,Oria Rudar Trbovlje,1,3,A
07/06/92,Domžale,Mura,0,0,D
07/06/92,Olimpija Ljubljana,Jadran Dekani,12,0,H
07/06/92,Izola,Primorje,2,0,H
14/06/92,Mura,Celje,3,1,H
14/06/92,Primorje,Olimpija Ljubljana,0,2,A
14/06/92,Jadran Dekani,Domžale,1,1,D
14/06/92,Maribor,Potrošnik Beltinci,1,0,H
14/06/92,Medvode Loka,Optimizem Svoboda,0,4,A
14/06/92,Oria Rudar Trbovlje,Steklar,2,1,H
14/06/92,Nafta,Zagorje,1,0,H
14/06/92,Slovan Mavrica,Živila Naklo,2,1,H
14/06/92,Ljubljana,Rudar Velenje,3,1,H
14/06/92,Koper,Gorica,1,2,A
21/06/92,Celje,Jadran Dekani,2,0,H
21/06/92,Gorica,Ljubljana,2,2,D
21/06/92,Rudar Velenje,Maribor,1,0,H
21/06/92,Potrošnik Beltinci,Slovan Mavrica,1,0,H
21/06/92,Živila Naklo,Nafta,1,1,D
21/06/92,Zagorje,Oria Rudar Trbovlje,0,0,D
21/06/92,Steklar,Medvode Loka,4,0,H
21/06/92,Optimizem Svoboda,Mura,2,1,H
21/06/92,Domžale,Primorje,0,3,A
21/06/92,Olimpija Ljubljana,Izola,4,0,H
