Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
30/09/12,Gorica,Olimpija Ljubljana,0,1,A
30/09/12,Rudar Velenje,Celje,1,0,H
30/09/12,Domžale,Aluminij,2,0,H
30/09/12,Maribor,Mura,1,0,H
06/10/12,Koper,Domžale,1,2,A
06/10/12,Olimpija Ljubljana,Mura,3,1,H
06/10/12,Celje,Gorica,0,0,D
07/10/12,Triglav Kranj,Maribor,1,0,H
07/10/12,Aluminij,Rudar Velenje,3,0,H
20/10/12,Gorica,Aluminij,4,1,H
20/10/12,Domžale,Triglav Kranj,2,1,H
20/10/12,Rudar Velenje,Koper,0,0,D
20/10/12,Maribor,Olimpija Ljubljana,1,0,H
21/10/12,Mura,Celje,2,2,D
27/10/12,Celje,Olimpija Ljubljana,1,2,A
27/10/12,Koper,Gorica,4,0,H
21/11/12,Triglav Kranj,Rudar Velenje,2,2,D
21/11/12,Aluminij,Mura,0,2,A
28/11/12,Domžale,Maribor,2,2,D
03/11/12,Gorica,Triglav Kranj,2,2,D
03/11/12,Rudar Velenje,Domžale,1,0,H
03/11/12,Maribor,Celje,1,2,A
03/11/12,Olimpija Ljubljana,Aluminij,3,0,H
04/11/12,Mura,Koper,2,3,A
07/11/12,Aluminij,Celje,1,2,A
07/11/12,Triglav Kranj,Mura,3,1,H
07/11/12,Koper,Olimpija Ljubljana,2,0,H
07/11/12,Domžale,Gorica,0,1,A
13/03/13,Rudar Velenje,Maribor,0,3,A
10/11/12,Celje,Koper,0,1,A
10/11/12,Olimpija Ljubljana,Triglav Kranj,5,1,H
11/11/12,Gorica,Rudar Velenje,0,4,A
11/11/12,Mura,Domžale,1,2,A
11/11/12,Maribor,Aluminij,2,1,H
17/11/12,Gorica,Maribor,1,6,A
17/11/12,Celje,Triglav Kranj,1,2,A
17/11/12,Olimpija Ljubljana,Domžale,1,2,A
18/11/12,Mura,Rudar Velenje,4,0,H
18/11/12,Aluminij,Koper,1,1,D
24/11/12,Gorica,Mura,2,0,H
24/11/12,Domžale,Celje,1,2,A
25/11/12,Triglav Kranj,Aluminij,0,0,D
25/11/12,Rudar Velenje,Olimpija Ljubljana,0,1,A
25/11/12,Maribor,Koper,3,0,H
01/12/12,Aluminij,Domžale,1,4,A
01/12/12,Celje,Rudar Velenje,1,1,D
01/12/12,Olimpija Ljubljana,Gorica,2,2,D
01/12/12,Koper,Triglav Kranj,1,1,D
02/12/12,Mura,Maribor,1,2,A
02/03/13,Gorica,Celje,0,0,D
02/03/13,Maribor,Triglav Kranj,4,1,H
03/03/13,Domžale,Koper,1,1,D
03/03/13,Rudar Velenje,Aluminij,3,0,H
13/03/13,Mura,Olimpija Ljubljana,0,4,A
09/03/13,Celje,Mura,4,0,H
10/03/13,Koper,Rudar Velenje,2,2,D
10/03/13,Aluminij,Gorica,1,3,A
10/03/13,Olimpija Ljubljana,Maribor,1,1,D
24/04/13,Triglav Kranj,Domžale,0,0,D
16/03/13,Gorica,Koper,1,1,D
16/03/13,Olimpija Ljubljana,Celje,3,1,H
16/03/13,Maribor,Domžale,1,3,A
17/03/13,Rudar Velenje,Triglav Kranj,3,1,H
17/03/13,Mura,Aluminij,1,1,D
17/04/13,Triglav Kranj,Gorica,2,0,H
17/04/13,Aluminij,Olimpija Ljubljana,2,0,H
17/04/13,Domžale,Rudar Velenje,2,0,H
17/04/13,Koper,Mura,3,1,H
17/04/13,Celje,Maribor,2,1,H
30/03/13,Gorica,Domžale,0,1,A
30/03/13,Mura,Triglav Kranj,2,1,H
30/03/13,Celje,Aluminij,0,0,D
30/03/13,Maribor,Rudar Velenje,3,1,H
30/03/13,Olimpija Ljubljana,Koper,2,2,D
06/04/13,Rudar Velenje,Gorica,1,0,H
06/04/13,Koper,Celje,0,1,A
06/04/13,Domžale,Mura,1,1,D
07/04/13,Triglav Kranj,Olimpija Ljubljana,1,4,A
07/04/13,Aluminij,Maribor,1,2,A
13/04/13,Rudar Velenje,Mura,3,0,H
13/04/13,Maribor,Gorica,2,1,H
13/04/13,Koper,Aluminij,3,0,H
13/04/13,Domžale,Olimpija Ljubljana,0,4,A
14/04/13,Triglav Kranj,Celje,1,0,H
20/04/13,Olimpija Ljubljana,Rudar Velenje,1,0,H
20/04/13,Koper,Maribor,2,1,H
21/04/13,Mura,Gorica,1,1,D
21/04/13,Celje,Domžale,0,0,D
21/04/13,Aluminij,Triglav Kranj,2,2,D
27/04/13,Gorica,Olimpija Ljubljana,1,1,D
27/04/13,Domžale,Aluminij,1,1,D
27/04/13,Maribor,Mura,4,0,H
27/04/13,Rudar Velenje,Celje,0,1,A
28/04/13,Triglav Kranj,Koper,1,1,D
04/05/13,Olimpija Ljubljana,Mura,2,1,H
04/05/13,Triglav Kranj,Maribor,1,2,A
04/05/13,Celje,Gorica,2,3,A
05/05/13,Aluminij,Rudar Velenje,3,5,A
08/05/13,Koper,Domžale,3,0,H
11/05/13,Mura,Celje,1,0,H
11/05/13,Gorica,Aluminij,2,0,H
11/05/13,Domžale,Triglav Kranj,1,1,D
11/05/13,Rudar Velenje,Koper,1,4,A
11/05/13,Maribor,Olimpija Ljubljana,2,1,H
14/05/13,Triglav Kranj,Rudar Velenje,2,0,H
14/05/13,Aluminij,Mura,2,2,D
14/05/13,Celje,Olimpija Ljubljana,2,2,D
14/05/13,Domžale,Maribor,1,1,D
14/05/13,Koper,Gorica,2,2,D
18/05/13,Mura,Koper,3,0,H
18/05/13,Gorica,Triglav Kranj,0,0,D
18/05/13,Olimpija Ljubljana,Aluminij,2,0,H
18/05/13,Maribor,Celje,5,1,H
18/05/13,Rudar Velenje,Domžale,0,1,A
22/05/13,Domžale,Gorica,3,0,H
22/05/13,Rudar Velenje,Maribor,3,1,H
22/05/13,Aluminij,Celje,1,3,A
22/05/13,Triglav Kranj,Mura,0,2,A
22/05/13,Koper,Olimpija Ljubljana,0,1,A
26/05/13,Celje,Koper,2,2,D
26/05/13,Gorica,Rudar Velenje,3,2,H
26/05/13,Mura,Domžale,0,1,A
26/05/13,Olimpija Ljubljana,Triglav Kranj,4,0,H
26/05/13,Maribor,Aluminij,2,2,D
