Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
20/10/02,Ljubljana,Rudar Velenje,3,1,H
26/10/02,Relax Korotan,Šmartno,3,0,H
26/10/02,Koper,Maribor,1,2,A
26/10/02,Rudar Velenje,Gorica,1,1,D
27/10/02,Primorje,Koroška Dravograd,1,0,H
27/10/02,Olimpija Ljubljana,Mura,3,1,H
27/10/02,Celje,Ljubljana,3,1,H
02/11/02,Maribor,Olimpija Ljubljana,0,3,A
03/11/02,Gorica,Celje,0,2,A
03/11/02,Šmartno,Primorje,1,0,H
03/11/02,Mura,Relax Korotan,3,2,H
03/11/02,Ljubljana,Koper,2,1,H
03/11/02,Koroška Dravograd,Rudar Velenje,2,0,H
08/11/02,Olimpija Ljubljana,Ljubljana,2,2,D
09/11/02,Relax Korotan,Maribor,0,1,A
10/11/02,Primorje,Mura,3,3,D
10/11/02,Koper,Gorica,3,0,H
10/11/02,Šmartno,Koroška Dravograd,1,1,D
10/11/02,Celje,Rudar Velenje,4,1,H
16/11/02,Rudar Velenje,Koper,2,1,H
17/11/02,Mura,Šmartno,0,3,A
17/11/02,Gorica,Olimpija Ljubljana,3,4,A
17/11/02,Maribor,Primorje,2,0,H
17/11/02,Koroška Dravograd,Celje,0,1,A
17/11/02,Ljubljana,Relax Korotan,2,0,H
22/11/02,Olimpija Ljubljana,Rudar Velenje,1,2,A
23/11/02,Relax Korotan,Gorica,2,3,A
24/11/02,Primorje,Ljubljana,5,0,H
24/11/02,Mura,Koroška Dravograd,3,2,H
24/11/02,Koper,Celje,0,0,D
24/11/02,Šmartno,Maribor,5,5,D
30/11/02,Gorica,Primorje,0,1,A
30/11/02,Maribor,Mura,0,0,D
30/11/02,Koroška Dravograd,Koper,3,4,A
30/11/02,Ljubljana,Šmartno,4,1,H
30/11/02,Rudar Velenje,Relax Korotan,3,1,H
01/12/02,Celje,Olimpija Ljubljana,0,0,D
01/03/03,Olimpija Ljubljana,Koper,3,0,H
02/03/03,Šmartno,Gorica,1,0,H
02/03/03,Primorje,Rudar Velenje,1,0,H
02/03/03,Mura,Ljubljana,1,2,A
02/03/03,Relax Korotan,Celje,0,5,A
02/03/03,Maribor,Koroška Dravograd,2,1,H
08/03/03,Gorica,Mura,1,1,D
09/03/03,Rudar Velenje,Šmartno,1,3,A
09/03/03,Celje,Primorje,3,1,H
09/03/03,Koper,Relax Korotan,3,0,H
09/03/03,Ljubljana,Maribor,0,2,A
09/03/03,Koroška Dravograd,Olimpija Ljubljana,1,1,D
16/03/03,Šmartno,Celje,1,2,A
16/03/03,Primorje,Koper,1,1,D
16/03/03,Mura,Rudar Velenje,1,0,H
16/03/03,Maribor,Gorica,2,3,A
16/03/03,Ljubljana,Koroška Dravograd,1,4,A
22/03/03,Rudar Velenje,Maribor,1,2,A
22/03/03,Gorica,Ljubljana,1,1,D
23/03/03,Olimpija Ljubljana,Primorje,1,3,A
23/03/03,Koper,Šmartno,0,1,A
23/03/03,Celje,Mura,4,0,H
04/04/03,Olimpija Ljubljana,Ljubljana,5,1,H
06/04/03,Celje,Koroška Dravograd,1,0,H
06/04/03,Šmartno,Mura,3,1,H
06/04/03,Koper,Rudar Velenje,2,1,H
06/04/03,Maribor,Gorica,2,0,H
12/04/03,Rudar Velenje,Maribor,1,2,A
13/04/03,Primorje,Koroška Dravograd,1,0,H
13/04/03,Mura,Koper,2,0,H
13/04/03,Gorica,Olimpija Ljubljana,1,2,A
13/04/03,Ljubljana,Celje,4,1,H
18/04/03,Olimpija Ljubljana,Rudar Velenje,1,1,D
19/04/03,Celje,Gorica,0,0,D
19/04/03,Šmartno,Primorje,1,2,A
19/04/03,Koroška Dravograd,Ljubljana,2,2,D
19/04/03,Maribor,Mura,4,2,H
23/04/03,Rudar Velenje,Celje,2,2,D
23/04/03,Gorica,Ljubljana,2,0,H
23/04/03,Mura,Olimpija Ljubljana,1,0,H
23/04/03,Primorje,Koper,2,0,H
23/04/03,Šmartno,Koroška Dravograd,3,0,H
26/04/03,Celje,Mura,3,0,H
26/04/03,Koper,Šmartno,1,0,H
26/04/03,Maribor,Primorje,2,0,H
26/04/03,Koroška Dravograd,Gorica,4,1,H
26/04/03,Ljubljana,Rudar Velenje,2,1,H
03/05/03,Rudar Velenje,Gorica,0,0,D
04/05/03,Primorje,Olimpija Ljubljana,2,0,H
04/05/03,Koper,Koroška Dravograd,2,2,D
04/05/03,Mura,Ljubljana,4,2,H
04/05/03,Šmartno,Maribor,0,2,A
09/05/03,Olimpija Ljubljana,Šmartno,1,1,D
10/05/03,Celje,Primorje,2,1,H
11/05/03,Gorica,Mura,1,1,D
11/05/03,Maribor,Koper,1,0,H
11/05/03,Koroška Dravograd,Rudar Velenje,3,1,H
18/05/03,Šmartno,Celje,4,1,H
18/05/03,Primorje,Ljubljana,1,2,A
18/05/03,Mura,Rudar Velenje,1,0,H
18/05/03,Maribor,Koroška Dravograd,5,0,H
18/05/03,Koper,Olimpija Ljubljana,2,2,D
24/05/03,Gorica,Primorje,3,3,D
25/05/03,Celje,Koper,3,3,D
25/05/03,Koroška Dravograd,Mura,2,1,H
25/05/03,Ljubljana,Šmartno,1,2,A
25/05/03,Olimpija Ljubljana,Maribor,3,3,D
28/05/03,Šmartno,Gorica,0,1,A
28/05/03,Koper,Ljubljana,3,0,H
28/05/03,Primorje,Rudar Velenje,4,0,H
28/05/03,Olimpija Ljubljana,Koroška Dravograd,1,1,D
28/05/03,Maribor,Celje,2,1,H
31/05/03,Gorica,Koper,3,0,H
01/06/03,Rudar Velenje,Šmartno,4,3,H
01/06/03,Mura,Primorje,2,1,H
01/06/03,Celje,Olimpija Ljubljana,1,3,A
01/06/03,Ljubljana,Maribor,1,6,A
