Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
05/11/11,Gorica,Rudar Velenje,2,2,D
05/11/11,Koper,Triglav Kranj,3,0,H
06/11/11,Celje,Maribor,2,3,A
06/11/11,Olimpija Ljubljana,Mura,3,1,H
19/11/11,Triglav Kranj,Gorica,0,2,A
19/11/11,Domžale,Olimpija Ljubljana,0,1,A
19/11/11,Rudar Velenje,Nafta,2,4,A
19/11/11,Maribor,Koper,2,1,H
20/11/11,Mura,Celje,4,0,H
23/11/11,Triglav Kranj,Nafta,1,1,D
23/11/11,Mura,Koper,1,0,H
23/11/11,Olimpija Ljubljana,Celje,0,0,D
23/11/11,Rudar Velenje,Domžale,6,0,H
23/11/11,Maribor,Gorica,2,1,H
26/11/11,Domžale,Celje,0,2,A
26/11/11,Nafta,Maribor,0,3,A
26/11/11,Rudar Velenje,Triglav Kranj,3,0,H
26/11/11,Gorica,Mura,1,2,A
27/11/11,Koper,Olimpija Ljubljana,2,0,H
04/12/11,Triglav Kranj,Domžale,1,1,D
04/12/11,Mura,Nafta,2,0,H
04/12/11,Olimpija Ljubljana,Gorica,1,2,A
04/12/11,Celje,Koper,0,4,A
04/12/11,Maribor,Rudar Velenje,1,0,H
03/03/12,Domžale,Koper,1,0,H
03/03/12,Nafta,Olimpija Ljubljana,0,6,A
03/03/12,Gorica,Celje,1,1,D
03/03/12,Rudar Velenje,Mura,1,2,A
04/03/12,Triglav Kranj,Maribor,2,1,H
10/03/12,Celje,Nafta,1,1,D
10/03/12,Maribor,Domžale,2,1,H
10/03/12,Koper,Gorica,0,0,D
11/03/12,Mura,Triglav Kranj,2,0,H
11/03/12,Olimpija Ljubljana,Rudar Velenje,2,1,H
17/03/12,Domžale,Gorica,1,2,A
17/03/12,Rudar Velenje,Celje,1,1,D
17/03/12,Nafta,Koper,1,2,A
17/03/12,Maribor,Mura,3,1,H
18/03/12,Triglav Kranj,Olimpija Ljubljana,0,2,A
20/03/12,Koper,Rudar Velenje,3,1,H
21/03/12,Gorica,Nafta,3,1,H
21/03/12,Mura,Domžale,3,4,A
21/03/12,Celje,Triglav Kranj,3,0,H
21/03/12,Olimpija Ljubljana,Maribor,1,2,A
24/03/12,Domžale,Nafta,0,0,D
24/03/12,Rudar Velenje,Gorica,1,0,H
25/03/12,Triglav Kranj,Koper,0,2,A
25/03/12,Mura,Olimpija Ljubljana,1,0,H
25/03/12,Maribor,Celje,3,1,H
31/03/12,Celje,Mura,1,3,A
31/03/12,Gorica,Triglav Kranj,1,1,D
31/03/12,Olimpija Ljubljana,Domžale,2,0,H
31/03/12,Nafta,Rudar Velenje,1,1,D
01/04/12,Koper,Maribor,2,2,D
03/04/12,Nafta,Triglav Kranj,1,2,A
03/04/12,Celje,Olimpija Ljubljana,1,2,A
04/04/12,Domžale,Rudar Velenje,1,1,D
04/04/12,Gorica,Maribor,0,0,D
04/04/12,Koper,Mura,3,1,H
07/04/12,Celje,Domžale,0,2,A
07/04/12,Mura,Gorica,0,1,A
07/04/12,Triglav Kranj,Rudar Velenje,1,5,A
07/04/12,Maribor,Nafta,6,0,H
07/04/12,Olimpija Ljubljana,Koper,0,1,A
14/04/12,Koper,Celje,0,0,D
14/04/12,Rudar Velenje,Maribor,0,2,A
14/04/12,Nafta,Mura,0,3,A
14/04/12,Gorica,Olimpija Ljubljana,2,3,A
14/04/12,Domžale,Triglav Kranj,0,1,A
20/04/12,Olimpija Ljubljana,Nafta,1,0,H
21/04/12,Koper,Domžale,2,1,H
22/04/12,Celje,Gorica,0,0,D
22/04/12,Mura,Rudar Velenje,1,0,H
22/04/12,Maribor,Triglav Kranj,8,0,H
27/04/12,Domžale,Maribor,0,2,A
27/04/12,Nafta,Celje,1,3,A
28/04/12,Rudar Velenje,Olimpija Ljubljana,0,3,A
29/04/12,Triglav Kranj,Mura,0,3,A
29/04/12,Gorica,Koper,0,1,A
25/04/12,Olimpija Ljubljana,Triglav Kranj,0,0,D
05/05/12,Koper,Nafta,2,0,H
06/05/12,Mura,Maribor,1,3,A
06/05/12,Gorica,Domžale,0,0,D
06/05/12,Celje,Rudar Velenje,1,1,D
12/05/12,Triglav Kranj,Celje,4,3,H
12/05/12,Rudar Velenje,Koper,0,1,A
12/05/12,Nafta,Gorica,1,1,D
12/05/12,Domžale,Mura,1,2,A
12/05/12,Maribor,Olimpija Ljubljana,3,2,H
17/05/12,Nafta,Domžale,0,2,A
17/05/12,Gorica,Rudar Velenje,4,1,H
17/05/12,Koper,Triglav Kranj,0,1,A
17/05/12,Celje,Maribor,1,2,A
17/05/12,Olimpija Ljubljana,Mura,3,1,H
20/05/12,Domžale,Olimpija Ljubljana,0,1,A
20/05/12,Mura,Celje,3,0,H
20/05/12,Maribor,Koper,1,1,D
20/05/12,Triglav Kranj,Gorica,2,0,H
20/05/12,Rudar Velenje,Nafta,5,2,H
