Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
05/11/05,Rudar Velenje,Nafta,1,3,A
06/11/05,Gorica,Maribor,4,1,H
11/03/06,Primorje,Domžale,2,2,D
11/03/06,Koper,Celje,2,0,H
11/03/06,Nafta,Gorica,2,4,A
11/03/06,Rudar Velenje,Bela krajina,0,0,D
11/03/06,Maribor,Labod Drava,2,1,H
19/11/05,Labod Drava,Nafta,3,2,H
19/11/05,Bela krajina,Koper,1,3,A
19/11/05,Domžale,Maribor,2,1,H
19/11/05,Gorica,Rudar Velenje,0,0,D
19/11/05,Celje,Primorje,2,0,H
26/11/05,Koper,Primorje,1,0,H
26/11/05,Gorica,Bela krajina,5,0,H
04/03/06,Labod Drava,Rudar Velenje,2,1,H
08/03/06,Celje,Maribor,1,0,H
15/03/06,Domžale,Nafta,3,1,H
18/03/06,Nafta,Celje,0,0,D
18/03/06,Gorica,Labod Drava,4,0,H
18/03/06,Rudar Velenje,Domžale,2,0,H
18/03/06,Bela krajina,Primorje,0,1,A
18/03/06,Maribor,Koper,0,1,A
25/03/06,Labod Drava,Bela krajina,0,1,A
25/03/06,Celje,Rudar Velenje,4,2,H
25/03/06,Koper,Nafta,2,0,H
25/03/06,Primorje,Maribor,0,3,A
25/03/06,Domžale,Gorica,1,1,D
29/03/06,Nafta,Primorje,2,0,H
29/03/06,Labod Drava,Domžale,1,1,D
29/03/06,Bela krajina,Maribor,0,1,A
29/03/06,Gorica,Celje,2,0,H
29/03/06,Rudar Velenje,Koper,2,2,D
01/04/06,Koper,Gorica,1,1,D
01/04/06,Primorje,Rudar Velenje,1,1,D
01/04/06,Domžale,Bela krajina,2,1,H
01/04/06,Celje,Labod Drava,3,1,H
01/04/06,Maribor,Nafta,5,1,H
08/04/06,Domžale,Celje,2,1,H
08/04/06,Labod Drava,Koper,1,1,D
08/04/06,Bela krajina,Nafta,3,0,H
08/04/06,Gorica,Primorje,2,0,H
08/04/06,Rudar Velenje,Maribor,2,3,A
12/04/06,Koper,Domžale,2,0,H
12/04/06,Primorje,Labod Drava,2,2,D
12/04/06,Nafta,Rudar Velenje,2,1,H
12/04/06,Celje,Bela krajina,2,0,H
12/04/06,Maribor,Gorica,4,1,H
15/04/06,Labod Drava,Maribor,3,2,H
15/04/06,Domžale,Primorje,2,0,H
15/04/06,Bela krajina,Rudar Velenje,1,1,D
15/04/06,Gorica,Nafta,1,1,D
15/04/06,Celje,Koper,0,2,A
22/04/06,Koper,Bela krajina,2,0,H
22/04/06,Primorje,Celje,2,4,A
22/04/06,Nafta,Labod Drava,0,0,D
22/04/06,Maribor,Domžale,0,3,A
22/04/06,Rudar Velenje,Gorica,0,3,A
26/04/06,Primorje,Koper,1,0,H
26/04/06,Nafta,Domžale,0,0,D
26/04/06,Bela krajina,Gorica,1,1,D
26/04/06,Rudar Velenje,Labod Drava,1,3,A
26/04/06,Maribor,Celje,1,2,A
29/04/06,Labod Drava,Gorica,2,0,H
29/04/06,Primorje,Bela krajina,2,2,D
29/04/06,Koper,Maribor,2,0,H
29/04/06,Domžale,Rudar Velenje,3,0,H
29/04/06,Celje,Nafta,2,1,H
02/05/06,Nafta,Koper,0,1,A
02/05/06,Bela krajina,Labod Drava,1,5,A
02/05/06,Maribor,Primorje,2,0,H
02/05/06,Rudar Velenje,Celje,2,4,A
03/05/06,Gorica,Domžale,2,0,H
06/05/06,Primorje,Nafta,0,0,D
06/05/06,Koper,Rudar Velenje,3,0,H
06/05/06,Domžale,Labod Drava,0,2,A
06/05/06,Maribor,Bela krajina,0,0,D
06/05/06,Celje,Gorica,0,4,A
13/05/06,Labod Drava,Celje,4,1,H
13/05/06,Nafta,Maribor,1,0,H
13/05/06,Bela krajina,Domžale,0,1,A
13/05/06,Gorica,Koper,0,0,D
13/05/06,Rudar Velenje,Primorje,1,1,D
17/05/06,Nafta,Bela krajina,3,3,D
17/05/06,Primorje,Gorica,1,3,A
17/05/06,Koper,Labod Drava,1,1,D
17/05/06,Maribor,Rudar Velenje,1,0,H
17/05/06,Celje,Domžale,1,3,A
20/05/06,Bela krajina,Celje,3,1,H
20/05/06,Domžale,Koper,2,0,H
20/05/06,Labod Drava,Primorje,0,0,D
20/05/06,Gorica,Maribor,2,1,H
20/05/06,Rudar Velenje,Nafta,1,2,A
27/05/06,Primorje,Domžale,0,0,D
27/05/06,Koper,Celje,2,2,D
27/05/06,Nafta,Gorica,1,4,A
27/05/06,Maribor,Labod Drava,2,1,H
27/05/06,Rudar Velenje,Bela krajina,2,2,D
03/06/06,Labod Drava,Nafta,2,0,H
03/06/06,Gorica,Rudar Velenje,4,0,H
03/06/06,Bela krajina,Koper,0,3,A
03/06/06,Celje,Primorje,0,1,A
03/06/06,Domžale,Maribor,2,0,H
