Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
15/04/00,Maribor,Feroterm Pohorje,3,1,H
15/04/00,Rudar Velenje,Potrošnik Beltinci,2,0,H
16/04/00,Gorica,Olimpija Ljubljana,3,0,H
16/04/00,Relax Korotan,Primorje,0,1,A
16/04/00,Celje,Domžale,0,0,D
16/04/00,Mura,Koroška Dravograd,2,3,A
21/04/00,Koroška Dravograd,Domžale,2,1,H
22/04/00,Relax Korotan,Celje,2,1,H
22/04/00,Olimpija Ljubljana,Rudar Velenje,2,2,D
22/04/00,Potrošnik Beltinci,Maribor,0,6,A
22/04/00,Feroterm Pohorje,Mura,2,2,D
22/04/00,Primorje,Gorica,2,1,H
28/04/00,Celje,Koroška Dravograd,2,2,D
29/04/00,Maribor,Olimpija Ljubljana,2,0,H
29/04/00,Gorica,Relax Korotan,2,1,H
29/04/00,Rudar Velenje,Primorje,3,0,H
30/04/00,Domžale,Feroterm Pohorje,6,1,H
30/04/00,Mura,Potrošnik Beltinci,6,0,H
02/05/00,Gorica,Celje,4,0,H
03/05/00,Primorje,Maribor,2,2,D
03/05/00,Relax Korotan,Rudar Velenje,2,0,H
03/05/00,Olimpija Ljubljana,Mura,5,1,H
03/05/00,Potrošnik Beltinci,Domžale,0,4,A
03/05/00,Feroterm Pohorje,Koroška Dravograd,1,0,H
06/05/00,Maribor,Relax Korotan,3,0,H
06/05/00,Rudar Velenje,Gorica,2,1,H
07/05/00,Celje,Feroterm Pohorje,5,1,H
07/05/00,Koroška Dravograd,Potrošnik Beltinci,3,1,H
07/05/00,Domžale,Olimpija Ljubljana,1,2,A
07/05/00,Mura,Primorje,2,1,H
13/05/00,Primorje,Domžale,2,2,D
14/05/00,Relax Korotan,Mura,3,0,H
14/05/00,Gorica,Maribor,1,3,A
14/05/00,Rudar Velenje,Celje,0,2,A
14/05/00,Potrošnik Beltinci,Feroterm Pohorje,2,3,A
14/05/00,Olimpija Ljubljana,Koroška Dravograd,0,1,A
20/05/00,Mura,Gorica,1,2,A
20/05/00,Feroterm Pohorje,Olimpija Ljubljana,1,4,A
21/05/00,Celje,Potrošnik Beltinci,7,0,H
21/05/00,Koroška Dravograd,Primorje,2,4,A
21/05/00,Domžale,Relax Korotan,3,2,H
21/05/00,Maribor,Rudar Velenje,2,1,H
