Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
12/03/11,Rudar Velenje,Koper,0,1,A
12/03/11,Gorica,Celje,1,1,D
12/03/11,Olimpija Ljubljana,Maribor,0,0,D
13/03/11,Triglav Kranj,Primorje,2,0,H
16/03/11,Primorje,Rudar Velenje,0,6,A
16/03/11,Domžale,Triglav Kranj,3,1,H
16/03/11,Celje,Olimpija Ljubljana,1,3,A
16/03/11,Koper,Gorica,2,2,D
16/03/11,Maribor,Nafta,0,1,A
19/03/11,Rudar Velenje,Domžale,3,1,H
19/03/11,Olimpija Ljubljana,Koper,4,0,H
19/03/11,Gorica,Primorje,4,1,H
19/03/11,Nafta,Triglav Kranj,1,1,D
19/03/11,Maribor,Celje,2,0,H
01/04/11,Celje,Nafta,3,0,H
01/04/11,Domžale,Gorica,2,0,H
02/04/11,Triglav Kranj,Rudar Velenje,1,4,A
02/04/11,Primorje,Olimpija Ljubljana,2,2,D
02/04/11,Koper,Maribor,3,0,H
05/04/11,Nafta,Rudar Velenje,1,2,A
05/04/11,Gorica,Triglav Kranj,1,0,H
05/04/11,Olimpija Ljubljana,Domžale,0,0,D
05/04/11,Maribor,Primorje,2,0,H
06/04/11,Celje,Koper,0,3,A
09/04/11,Primorje,Celje,0,1,A
09/04/11,Koper,Nafta,4,1,H
09/04/11,Rudar Velenje,Gorica,0,1,A
09/04/11,Domžale,Maribor,2,2,D
10/04/11,Triglav Kranj,Olimpija Ljubljana,1,4,A
15/04/11,Domžale,Celje,2,0,H
16/04/11,Primorje,Koper,1,1,D
16/04/11,Nafta,Gorica,1,4,A
16/04/11,Rudar Velenje,Olimpija Ljubljana,1,3,A
17/04/11,Triglav Kranj,Maribor,1,2,A
22/04/11,Celje,Triglav Kranj,2,0,H
22/04/11,Olimpija Ljubljana,Gorica,1,0,H
23/04/11,Primorje,Nafta,1,4,A
23/04/11,Koper,Domžale,3,1,H
23/04/11,Maribor,Rudar Velenje,2,1,H
30/04/11,Rudar Velenje,Celje,1,0,H
30/04/11,Triglav Kranj,Koper,0,0,D
30/04/11,Nafta,Olimpija Ljubljana,1,2,A
30/04/11,Domžale,Primorje,1,0,H
30/04/11,Gorica,Maribor,0,6,A
03/05/11,Celje,Gorica,3,1,H
04/05/11,Primorje,Triglav Kranj,1,0,H
04/05/11,Koper,Rudar Velenje,3,3,D
04/05/11,Maribor,Olimpija Ljubljana,2,2,D
04/05/11,Domžale,Nafta,3,2,H
07/05/11,Rudar Velenje,Primorje,0,1,A
07/05/11,Nafta,Maribor,1,1,D
07/05/11,Olimpija Ljubljana,Celje,3,1,H
07/05/11,Gorica,Koper,0,0,D
08/05/11,Triglav Kranj,Domžale,2,4,A
10/05/11,Celje,Maribor,0,0,D
11/05/11,Primorje,Gorica,2,3,A
11/05/11,Triglav Kranj,Nafta,4,0,H
11/05/11,Koper,Olimpija Ljubljana,2,1,H
11/05/11,Domžale,Rudar Velenje,2,0,H
14/05/11,Rudar Velenje,Triglav Kranj,0,0,D
14/05/11,Nafta,Celje,0,0,D
14/05/11,Maribor,Koper,1,1,D
14/05/11,Olimpija Ljubljana,Primorje,5,0,H
14/05/11,Gorica,Domžale,2,1,H
21/05/11,Rudar Velenje,Nafta,4,0,H
21/05/11,Triglav Kranj,Gorica,1,0,H
21/05/11,Domžale,Olimpija Ljubljana,3,0,H
21/05/11,Primorje,Maribor,1,2,A
21/05/11,Koper,Celje,1,0,H
29/05/11,Nafta,Koper,2,1,H
29/05/11,Celje,Primorje,2,3,A
29/05/11,Maribor,Domžale,2,0,H
29/05/11,Olimpija Ljubljana,Triglav Kranj,1,3,A
29/05/11,Gorica,Rudar Velenje,0,0,D
