Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
08/12/13,Koper,Olimpija Ljubljana,0,1,A
08/03/14,Olimpija Ljubljana,Krka,0,1,A
08/03/14,Gorica,Domžale,1,1,D
08/03/14,Maribor,Koper,2,2,D
08/03/14,Celje,Rudar Velenje,1,2,A
09/03/14,Triglav Kranj,Zavrč,3,1,H
14/03/14,Zavrč,Gorica,1,3,A
15/03/14,Rudar Velenje,Triglav Kranj,6,1,H
15/03/14,Koper,Celje,2,1,H
15/03/14,Olimpija Ljubljana,Maribor,2,0,H
16/03/14,Krka,Domžale,0,2,A
22/03/14,Celje,Olimpija Ljubljana,0,0,D
22/03/14,Domžale,Zavrč,3,0,H
22/03/14,Maribor,Krka,3,1,H
22/03/14,Gorica,Rudar Velenje,0,0,D
02/04/14,Triglav Kranj,Koper,2,2,D
29/03/14,Olimpija Ljubljana,Triglav Kranj,1,1,D
29/03/14,Maribor,Celje,2,2,D
29/03/14,Rudar Velenje,Domžale,3,1,H
29/03/14,Koper,Gorica,1,0,H
30/03/14,Krka,Zavrč,2,1,H
05/04/14,Celje,Krka,2,1,H
05/04/14,Triglav Kranj,Maribor,0,2,A
05/04/14,Domžale,Koper,3,1,H
05/04/14,Zavrč,Rudar Velenje,1,1,D
05/04/14,Gorica,Olimpija Ljubljana,0,0,D
12/04/14,Krka,Rudar Velenje,1,1,D
12/04/14,Koper,Zavrč,2,1,H
12/04/14,Olimpija Ljubljana,Domžale,0,0,D
12/04/14,Celje,Triglav Kranj,2,0,H
12/04/14,Maribor,Gorica,2,0,H
16/04/14,Triglav Kranj,Krka,1,1,D
16/04/14,Domžale,Maribor,1,2,A
16/04/14,Zavrč,Olimpija Ljubljana,3,1,H
16/04/14,Gorica,Celje,5,0,H
16/04/14,Rudar Velenje,Koper,0,2,A
19/04/14,Krka,Koper,0,3,A
19/04/14,Domžale,Celje,2,0,H
19/04/14,Zavrč,Maribor,0,4,A
19/04/14,Gorica,Triglav Kranj,1,1,D
19/04/14,Rudar Velenje,Olimpija Ljubljana,4,0,H
23/04/14,Triglav Kranj,Domžale,1,0,H
23/04/14,Celje,Zavrč,0,3,A
23/04/14,Maribor,Rudar Velenje,0,2,A
23/04/14,Olimpija Ljubljana,Koper,1,0,H
23/04/14,Gorica,Krka,1,0,H
26/04/14,Domžale,Gorica,1,1,D
26/04/14,Rudar Velenje,Celje,1,0,H
26/04/14,Zavrč,Triglav Kranj,5,1,H
26/04/14,Koper,Maribor,0,1,A
27/04/14,Krka,Olimpija Ljubljana,1,0,H
03/05/14,Celje,Koper,2,3,A
03/05/14,Domžale,Krka,0,0,D
03/05/14,Gorica,Zavrč,4,0,H
03/05/14,Maribor,Olimpija Ljubljana,2,0,H
04/05/14,Triglav Kranj,Rudar Velenje,0,1,A
07/05/14,Krka,Maribor,0,4,A
07/05/14,Olimpija Ljubljana,Celje,0,1,A
07/05/14,Koper,Triglav Kranj,3,0,H
07/05/14,Zavrč,Domžale,0,0,D
07/05/14,Rudar Velenje,Gorica,3,2,H
10/05/14,Celje,Maribor,0,4,A
10/05/14,Triglav Kranj,Olimpija Ljubljana,5,2,H
10/05/14,Zavrč,Krka,2,1,H
10/05/14,Domžale,Rudar Velenje,0,0,D
10/05/14,Gorica,Koper,0,1,A
13/05/14,Rudar Velenje,Zavrč,2,3,A
13/05/14,Olimpija Ljubljana,Gorica,0,2,A
13/05/14,Maribor,Triglav Kranj,2,1,H
13/05/14,Koper,Domžale,1,1,D
14/05/14,Krka,Celje,2,2,D
17/05/14,Rudar Velenje,Krka,4,2,H
17/05/14,Zavrč,Koper,1,2,A
17/05/14,Domžale,Olimpija Ljubljana,1,2,A
17/05/14,Gorica,Maribor,1,2,A
17/05/14,Triglav Kranj,Celje,0,1,A
25/05/14,Krka,Triglav Kranj,3,0,H
25/05/14,Celje,Gorica,0,2,A
25/05/14,Maribor,Domžale,0,0,D
25/05/14,Olimpija Ljubljana,Zavrč,3,2,H
25/05/14,Koper,Rudar Velenje,3,1,H
